"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.353323450E-1	-1.844866276E0	3.733999729E0	7.909475327E0	8.939020388E0
3.363435950E-1	-1.871187329E0	3.663411379E0	7.904689789E0	8.911006992E0
3.373477620E-1	-1.903490424E0	3.282952785E0	7.944170952E0	8.804027879E0
3.383448450E-1	-1.935793519E0	3.250649452E0	7.982456207E0	8.833664331E0
3.393419810E-1	-1.965703845E0	3.190829039E0	8.033902168E0	8.865041771E0
3.403403140E-1	-2.005185366E0	2.877369165E0	8.072187424E0	8.801149440E0
3.413393770E-1	-2.044667006E0	2.829512835E0	8.105687141E0	8.825472796E0
3.423391680E-1	-2.086541414E0	2.748156786E0	8.130811691E0	8.832673409E0
3.433376060E-1	-2.115255117E0	2.673979282E0	8.190631866E0	8.871917481E0
3.443346890E-1	-2.117648125E0	2.600998163E0	8.257631302E0	8.912805380E0
3.453313040E-1	-2.130808592E0	2.549552441E0	8.331808090E0	8.969926920E0
3.463287000E-1	-2.152343988E0	2.513660192E0	8.405985832E0	9.033917756E0
3.473261470E-1	-2.149951220E0	2.500499725E0	8.707481384E0	9.311016120E0
3.483236470E-1	-2.142772675E0	2.506481647E0	8.725427628E0	9.327754943E0
3.493208870E-1	-2.121237278E0	2.539981127E0	8.776873589E0	9.380013950E0
3.503178660E-1	-2.087737799E0	2.591426849E0	8.828319550E0	9.434689624E0
3.513149500E-1	-2.056631088E0	2.647658348E0	8.870193481E0	9.482624033E0
3.523132830E-1	-2.035095692E0	2.705085993E0	8.912068367E0	9.533313552E0
3.533110950E-1	-2.013560295E0	2.775674343E0	8.967103004E0	9.600402565E0
3.543083870E-1	-1.994417667E0	2.864208698E0	9.019744873E0	9.671462706E0
3.553055220E-1	-1.966900229E0	2.941975355E0	9.050851822E0	9.718118861E0
3.563037520E-1	-1.946561217E0	3.022135019E0	9.066405296E0	9.753056221E0
3.573018770E-1	-1.917847395E0	3.317648649E0	9.098708153E0	9.872761581E0
3.582998970E-1	-1.899901152E0	3.321237803E0	9.128618240E0	9.898076374E0
3.593078140E-1	-1.887937069E0	3.339184046E0	9.122636795E0	9.896310351E0
3.603256270E-1	-1.878365755E0	3.399004459E0	9.102297783E0	9.896126220E0
3.613434390E-1	-1.886740685E0	3.476771355E0	9.044869423E0	9.872051071E0
3.623612520E-1	-1.914258122E0	3.694518089E0	8.870193481E0	9.797661990E0
3.633789600E-1	-1.954936147E0	3.889533281E0	8.730213165E0	9.755350655E0
3.643966680E-1	-1.998006940E0	4.074976921E0	8.584251404E0	9.710141132E0
3.654143770E-1	-2.286342144E0	4.510470867E0	8.425128937E0	9.826215215E0
3.664320850E-1	-2.547159672E0	5.006981373E0	8.203792572E0	9.942841517E0
3.674497930E-1	-2.763710260E0	5.273781300E0	7.968099594E0	9.946932931E0
3.684675020E-1	-2.787638426E0	5.312066078E0	7.728816986E0	9.783843111E0
3.694852100E-1	-2.822334290E0	5.355136871E0	7.512266636E0	9.647653174E0
3.705029180E-1	-2.855833769E0	5.377869129E0	7.495516777E0	9.657123518E0
3.715206270E-1	-2.908475876E0	5.382654667E0	7.451249599E0	9.641230408E0
3.725383350E-1	-2.958725214E0	5.399404526E0	7.415357590E0	9.638213128E0
3.735560430E-1	-3.024527788E0	5.420939922E0	7.375875950E0	9.640430696E0
3.745737520E-1	-3.080759048E0	5.422136307E0	7.365108013E0	9.650671194E0
3.755914600E-1	-3.146561861E0	5.412564754E0	7.405786037E0	9.697544823E0
3.766091680E-1	-3.318845034E0	5.399404526E0	7.451249599E0	9.782097024E0
3.776268770E-1	-3.451646566E0	5.387440205E0	7.728816986E0	1.003359297E1
3.786445850E-1	-3.470789194E0	5.377869129E0	7.856832981E0	1.013398631E1
3.796621890E-1	-3.506681681E0	5.362315655E0	8.015955925E0	1.026190991E1
3.806797930E-1	-3.541377544E0	5.341976643E0	8.245666504E0	1.044361458E1
3.816973970E-1	-3.568894863E0	5.319244862E0	8.487341881E0	1.063326613E1
3.827150020E-1	-3.580859184E0	5.298905849E0	8.702695847E0	1.079990142E1
3.837177100E-1	-3.591626883E0	5.271388054E0	8.922835350E0	1.096833198E1
3.847204180E-1	-3.597608805E0	5.249852657E0	9.209974289E0	1.119497068E1
3.857172930E-1	-3.590430260E0	5.217549801E0	9.522237778E0	1.143621562E1
3.867135950E-1	-3.577269793E0	5.186442852E0	9.827322960E0	1.167357380E1
3.877147410E-1	-3.553341627E0	5.157729149E0	1.012044334E1	1.190175534E1
3.887158870E-1	-3.527020693E0	5.117051125E0	1.040877819E1	1.212298439E1
3.897108870E-1	-3.493520975E0	5.052444935E0	1.069352436E1	1.233220791E1
3.907058870E-1	-3.470789194E0	5.000999451E0	1.092802143E1	1.250911770E1
3.917037000E-1	-3.425325632E0	4.938786030E0	1.118524933E1	1.269780555E1
3.927015120E-1	-3.381058455E0	4.889732838E0	1.139462185E1	1.285217688E1
3.936987000E-1	-3.334398270E0	4.829912663E0	1.160279655E1	1.300273648E1
3.946952620E-1	-3.278167009E0	4.762913704E0	1.188993549E1	1.322128178E1
3.956919290E-1	-3.107080221E0	4.699503899E0	1.217109203E1	1.341173985E1
3.966885950E-1	-2.980260611E0	4.529613495E0	1.241874981E1	1.355081911E1
3.976863040E-1	-2.928814888E0	4.387240410E0	1.267837048E1	1.373196683E1
3.986840120E-1	-2.861815929E0	4.342973232E0	1.289970684E1	1.390876858E1
3.996827620E-1	-2.781656265E0	4.259224415E0	1.314736366E1	1.409722581E1
4.006815120E-1	-2.563909531E0	4.049852371E0	1.344766331E1	1.427636455E1
4.016774500E-1	-2.377269268E0	3.860819340E0	1.378146172E1	1.450813641E1
4.026727100E-1	-2.331805706E0	3.802195072E0	1.412722492E1	1.481460392E1
4.036715640E-1	-2.126022816E0	3.744767427E0	1.444068432E1	1.506906167E1
4.046704180E-1	-1.971685886E0	3.543770313E0	1.477567959E1	1.532209387E1
4.056679180E-1	-1.896311998E0	3.363112211E0	1.512383556E1	1.560887328E1
4.066654180E-1	-1.694118381E0	3.312862873E0	1.547199154E1	1.591312728E1
4.076621890E-1	-1.534995675E0	3.253042459E0	1.582373619E1	1.622741890E1
4.086589600E-1	-1.494317770E0	3.190829039E0	1.600080490E1	1.638414273E1
4.096555220E-1	-1.433300734E0	3.108276606E0	1.616949844E1	1.652780731E1
4.106515120E-1	-1.374676585E0	3.029313564E0	1.630588913E1	1.664176964E1
4.116488040E-1	-1.153340459E0	2.846262455E0	1.643390656E1	1.671839373E1
4.126460950E-1	-9.870393276E-1	2.727817774E0	1.645663834E1	1.671036151E1
4.136443250E-1	-9.332008362E-1	2.689532757E0	1.651526260E1	1.675882899E1
4.146425540E-1	-8.793623447E-1	2.636890650E0	1.655833244E1	1.679002215E1
4.156400540E-1	-8.327022791E-1	2.587837696E0	1.657508278E1	1.679653733E1
4.166368770E-1	-7.896314859E-1	2.565105915E0	1.657747459E1	1.679333053E1
4.176346890E-1	-7.561319470E-1	2.556730986E0	1.654995728E1	1.676334378E1
4.186325020E-1	-7.477570772E-1	2.557927370E0	1.649253082E1	1.670645702E1
4.196303140E-1	-7.369893789E-1	2.531606436E0	1.620060539E1	1.641376860E1
4.206281270E-1	-7.166503668E-1	2.504088879E0	1.605105400E1	1.626100807E1
4.216257310E-1	-6.939185858E-1	2.496910334E0	1.585843182E1	1.606878788E1
4.226226580E-1	-6.915257573E-1	2.498106956E0	1.566341686E1	1.587644085E1
4.236196370E-1	-7.034898400E-1	2.504088879E0	1.548754501E1	1.570443917E1
4.246160430E-1	-7.202396393E-1	2.490928411E0	1.523270893E1	1.545182484E1
4.256134390E-1	-7.094719410E-1	2.450250387E0	1.499940872E1	1.521477372E1
4.266101580E-1	-6.783652306E-1	2.408375978E0	1.467877007E1	1.489049176E1
4.276089080E-1	-6.675975323E-1	2.400001049E0	1.438325691E1	1.459738918E1
4.286076580E-1	-6.927221417E-1	2.421536446E0	1.400160217E1	1.422633354E1
4.296045330E-1	-7.298108935E-1	2.467000246E0	1.361635685E1	1.385726842E1
4.306014080E-1	-7.633104324E-1	2.493321180E0	1.321795273E1	1.347269712E1
4.315978660E-1	-7.884350419E-1	2.480160713E0	1.282194042E1	1.308338577E1
4.325937520E-1	-8.051848412E-1	2.443071842E0	1.247378445E1	1.273625616E1
4.335918770E-1	-7.956135273E-1	2.392822742E0	1.203589821E1	1.229721299E1
4.345900020E-1	-7.692924738E-1	2.355733871E0	1.165065384E1	1.191129833E1
4.355876060E-1	-7.549355626E-1	2.321038008E0	1.133719349E1	1.159694362E1
4.365852100E-1	-7.477570772E-1	2.287538528E0	1.095194912E1	1.121325834E1
4.375818770E-1	-7.214360237E-1	2.012363911E0	1.056072235E1	1.077492158E1
4.385779180E-1	-6.855437160E-1	1.996810555E0	1.017428207E1	1.039101719E1
4.395768770E-1	-5.048855543E-1	1.846062660E0	9.809376717E0	9.994334812E0
4.405758350E-1	-3.445664644E-1	1.599601984E0	9.620343208E0	9.758506853E0
4.415738560E-1	-2.620140910E-1	1.447657704E0	9.446864128E0	9.560732507E0
4.425718770E-1	-6.699903309E-2	1.271785259E0	9.172885895E0	9.260872651E0
4.435692720E-1	1.064806059E-1	1.094716311E0	8.904889107E0	8.972557714E0
4.445660950E-1	3.290131092E-1	9.128618240E-1	8.883354187E0	8.936193146E0
4.455628660E-1	5.084748268E-1	7.728816867E-1	8.846264839E0	8.894509225E0
4.465589600E-1	5.587241054E-1	6.161518097E-1	8.672785759E0	8.712578751E0
4.475488560E-1	7.645068169E-1	3.529413342E-1	8.534002304E0	8.575443638E0
4.485381270E-1	1.129412293E0	7.298108935E-2	8.539983749E0	8.614651520E0
4.495442720E-1	1.597209096E0	-2.285145670E-1	8.565108299E0	8.715754470E0
4.505504180E-1	1.992024899E0	-5.467599630E-1	8.708678246E0	8.950317672E0
4.515480220E-1	2.134397745E0	-7.525427341E-1	8.865407944E0	9.149723073E0
4.525456270E-1	2.147558212E0	-9.511470199E-1	8.907281876E0	9.211751046E0
4.535432310E-1	2.185843468E0	-1.130608678E0	8.982656479E0	9.313662280E0
4.545402620E-1	2.234896421E0	-1.196411371E0	9.030512810E0	9.379569489E0
4.555381790E-1	2.429911375E0	-1.435693622E0	9.064012527E0	9.493261219E0
4.565360950E-1	2.565105915E0	-1.627119422E0	9.117850304E0	9.610540054E0
4.575330750E-1	2.612962246E0	-1.954936147E0	9.393025398E0	9.943755486E0
4.585293770E-1	2.889333248E0	-1.993221283E0	9.387042999E0	1.002186380E1
4.595272930E-1	4.054637909E0	-2.348555326E0	9.355937004E0	1.046371626E1
4.605252100E-1	6.076572895E0	-3.592823267E0	9.343972206E0	1.171080415E1
4.615225020E-1	6.072983742E0	-4.398007870E0	9.393025398E0	1.201884066E1
4.625191160E-1	4.802394867E0	-3.754338741E0	9.558130264E0	1.133648579E1
4.635167200E-1	4.875376225E0	-3.387040377E0	9.564111710E0	1.125671216E1
4.645137520E-1	5.140979290E0	-3.548556089E0	9.274580956E0	1.118211833E1
4.655120850E-1	5.118247509E0	-3.619144201E0	9.098708153E0	1.104903400E1
4.665104180E-1	5.085944653E0	-3.684946775E0	8.889336586E0	1.088420740E1
4.675068770E-1	5.054837704E0	-3.730410576E0	8.711071014E0	1.074011664E1
4.685027620E-1	5.021338463E0	-3.761517286E0	8.522037506E0	1.058243713E1
4.695004700E-1	4.985445976E0	-3.795016766E0	8.340183258E0	1.043146589E1
4.704981790E-1	4.815555573E0	-3.841676712E0	8.075776100E0	1.015707709E1
4.714966160E-1	4.666004181E0	-3.852444410E0	7.787441254E0	9.861904696E0
4.724950540E-1	4.651647091E0	-3.845266104E0	7.554141045E0	9.668967835E0
4.734921370E-1	4.596612453E0	-3.829712629E0	7.322037220E0	9.455568408E0
4.744886470E-1	4.409972191E0	-3.814159393E0	7.110272408E0	9.195196589E0
4.754860430E-1	4.278367043E0	-3.795016766E0	6.908079147E0	8.968173410E0
4.764828140E-1	4.252045631E0	-3.773481369E0	6.697510719E0	8.784970320E0
4.774808350E-1	4.047459602E0	-3.751945972E0	6.524031162E0	8.545291711E0
4.784788560E-1	3.891926050E0	-3.743571043E0	6.348158360E0	8.334298236E0
4.794700020E-1	3.873979807E0	-3.702893019E0	6.169893265E0	8.172314186E0
4.804611470E-1	3.832105398E0	-3.638286829E0	6.137589931E0	8.098899493E0
4.814786470E-1	3.787838221E0	-3.584448338E0	6.092126369E0	8.019351094E0
4.824951060E-1	3.635894060E0	-3.542573929E0	6.046662807E0	7.895041910E0
4.835126060E-1	3.448057413E0	-3.282952785E0	5.964110374E0	7.631349256E0
4.845301060E-1	3.367897987E0	-3.274577856E0	5.887540340E0	7.531847599E0
4.855476060E-1	3.048455954E0	-3.250649452E0	5.832505226E0	7.340158225E0
4.865651060E-1	2.790031195E0	-3.196810961E0	5.773880959E0	7.165303602E0
4.875826060E-1	2.738585472E0	-3.140579700E0	5.708078384E0	7.067195348E0
4.886001060E-1	2.354537487E0	-3.093919754E0	5.694917679E0	6.895525621E0
4.896176060E-1	2.283949137E0	-3.046063185E0	5.702096462E0	6.856298466E0
4.906351060E-1	2.233700037E0	-2.751745939E0	5.965306759E0	6.938761150E0
4.916526060E-1	2.197807550E0	-2.708675146E0	5.998806477E0	6.939233259E0
4.926701060E-1	2.147558212E0	-2.656033039E0	6.309873104E0	7.175027273E0
4.936876060E-1	2.088934183E0	-2.603390932E0	6.374479294E0	7.195503918E0
4.947051060E-1	2.044667006E0	-2.553141832E0	6.991827965E0	7.719122662E0
4.957226060E-1	1.984846354E0	-2.511267424E0	7.034898758E0	7.728898994E0
4.967401060E-1	1.904686809E0	-2.459821701E0	7.479963779E0	8.101136512E0
4.977576060E-1	1.617548108E0	-2.379662037E0	7.523034573E0	8.054520623E0
4.987751060E-1	1.555334687E0	-2.073380709E0	7.959724426E0	8.371092312E0
4.997926060E-1	1.478764415E0	-2.021935225E0	8.006384850E0	8.389109882E0
5.008101060E-1	1.213161111E0	-1.730010748E0	8.567501068E0	8.824215071E0
5.018276060E-1	1.180858016E0	-1.691725612E0	8.629714966E0	8.872899278E0
5.028451060E-1	1.133001566E0	-1.410568953E0	9.208778381E0	9.384828000E0
5.038626060E-1	1.070788145E0	-1.349551916E0	9.239884377E0	9.399113837E0
5.048790120E-1	9.930213690E-1	-1.158126116E0	9.598808289E0	9.719283312E0
5.058943250E-1	9.116654396E-1	-1.003789067E0	9.623932838E0	9.718992213E0
5.069008870E-1	8.279166222E-1	-8.183453679E-1	9.975677490E0	1.004336978E1
5.078987000E-1	5.575276613E-1	-6.568298340E-1	1.001396275E1	1.005095580E1
5.088965640E-1	5.048855543E-1	-4.785645306E-1	1.017906761E1	1.020281093E1
5.098944810E-1	4.414757788E-1	-3.242274821E-1	1.030349445E1	1.031804353E1
5.108918250E-1	3.625126183E-1	-2.596212626E-1	1.066720295E1	1.067651804E1
5.118885950E-1	8.614161611E-2	-1.746760458E-1	1.071027374E1	1.071204442E1
5.128846890E-1	5.742774159E-2	9.451649338E-2	1.113619614E1	1.113674529E1
5.138814600E-1	2.991028316E-2	1.100698411E-1	1.115055370E1	1.115113707E1
5.148793770E-1	-2.153540403E-2	1.519442350E-1	1.132522964E1	1.132626935E1
5.158784390E-1	-8.015955985E-2	2.069791555E-1	1.145085239E1	1.145300338E1
5.168763560E-1	-1.148554832E-1	2.656033039E-1	1.181934738E1	1.182288922E1
5.178731270E-1	-1.339980662E-1	3.122633696E-1	1.184447193E1	1.184934510E1
5.188747410E-1	-1.351944804E-1	3.649054468E-1	1.216152096E1	1.216774529E1
5.198824500E-1	-1.196411327E-1	4.151547253E-1	1.218305683E1	1.219071537E1
5.208803660E-1	-7.657032460E-2	4.450650215E-1	1.266999626E1	1.267804209E1
5.218684910E-1	-1.196411345E-2	4.558327198E-1	1.271904850E1	1.272721970E1
5.228610430E-1	3.194418252E-1	4.618147612E-1	1.278844070E1	1.280076293E1
5.238592720E-1	3.373879790E-1	4.534398913E-1	1.286740398E1	1.287981070E1
5.248570330E-1	3.828516304E-1	4.331009090E-1	1.323230934E1	1.324492968E1
5.258543250E-1	4.630111754E-1	3.960121572E-1	1.324427319E1	1.325827957E1
5.268515120E-1	7.657032609E-1	3.421736360E-1	1.329571915E1	1.332214442E1
5.278498450E-1	7.932206988E-1	2.811566591E-1	1.335075378E1	1.337725214E1
5.288476060E-1	8.578268886E-1	2.129612118E-1	1.364746380E1	1.367605526E1
5.298447930E-1	9.415757060E-1	1.471585929E-1	1.367258835E1	1.370576129E1
5.308414600E-1	1.208375454E0	8.733802289E-2	1.392024612E1	1.397286840E1
5.318389600E-1	1.250249863E0	3.589234129E-2	1.393220997E1	1.398824105E1
5.328366680E-1	1.576870084E0	-1.316052489E-2	1.398365593E1	1.407228928E1
5.338345850E-1	1.646261930E0	-5.503492057E-2	1.404227924E1	1.413855769E1
5.348323970E-1	1.947757602E0	-1.088734269E-1	1.410688591E1	1.424113209E1
5.358301060E-1	2.012363911E0	-1.878365725E-1	1.415593910E1	1.429949310E1
5.368268770E-1	2.316252232E0	-4.594219327E-1	1.414995670E1	1.434563932E1
5.378227100E-1	2.348555326E0	-5.000999570E-1	1.412842083E1	1.433101836E1
5.388202100E-1	2.389233351E0	-6.819544435E-1	1.410449314E1	1.432166976E1
5.398193770E-1	2.453839540E0	-8.159525394E-1	1.407458305E1	1.431017104E1
5.408170850E-1	2.804388046E0	-8.159525394E-1	1.400279808E1	1.430415062E1
5.418133350E-1	2.827120066E0	-8.315058947E-1	1.392742443E1	1.423577048E1
5.428100540E-1	2.860619545E0	-8.925228715E-1	1.353619766E1	1.386392399E1
5.438084910E-1	2.889333248E0	-1.225125194E0	1.349193001E1	1.385212452E1
5.448065640E-1	2.937189817E0	-1.383051515E0	1.283390427E1	1.323816506E1
5.458042720E-1	2.980260611E0	-1.531406522E0	1.279681587E1	1.322821438E1
5.468019290E-1	3.016152859E0	-1.604387641E0	1.245942783E1	1.291931034E1
5.477995330E-1	3.041277647E0	-1.684547186E0	1.241516018E1	1.289276042E1
5.487970330E-1	3.047259569E0	-1.756331801E0	1.194736385E1	1.245431633E1
5.497957830E-1	3.038884640E0	-2.057827473E0	1.192104244E1	1.247320034E1
5.507941160E-1	3.017349243E0	-2.110469580E0	1.133001518E1	1.191334220E1
5.517920330E-1	2.991028309E0	-2.386840582E0	1.125464153E1	1.188739729E1
5.527891160E-1	2.975475073E0	-2.414358139E0	1.063609695E1	1.130527026E1
5.537853660E-1	2.983849764E0	-2.463410854E0	1.061216831E1	1.129556854E1
5.547817720E-1	2.991028309E0	-2.522035122E0	1.029990482E1	1.101793769E1
5.557794810E-1	2.994617462E0	-2.786442041E0	1.027717304E1	1.106129643E1
5.567777620E-1	2.956332445E0	-2.819941521E0	9.694520950E0	1.052025229E1
5.577766160E-1	2.902493954E0	-2.878565550E0	9.657432556E0	1.048697356E1
5.587742720E-1	2.863012314E0	-2.947957516E0	9.260223389E0	1.013109225E1
5.597707310E-1	2.809173822E0	-3.016152859E0	9.242277145E0	1.011969972E1
5.607670850E-1	2.541177750E0	-3.089133978E0	8.797212601E0	9.663916526E0
5.617646890E-1	2.478964329E0	-3.170490026E0	8.764909744E0	9.644735039E0
5.627618250E-1	2.079362869E0	-3.448057413E0	8.233702660E0	9.165517408E0
5.637596370E-1	2.012363911E0	-3.485146284E0	8.202595711E0	9.136653081E0
5.647567720E-1	1.600798368E0	-3.542573929E0	7.701299667E0	8.626841950E0
5.657532310E-1	1.537388563E0	-3.579662561E0	7.654639721E0	8.589007912E0
5.667503660E-1	1.456032634E0	-3.628715515E0	7.280162811E0	8.263678229E0
5.677494290E-1	1.083948612E0	-3.677768469E0	7.255038261E0	8.205882383E0
5.687482310E-1	1.026520967E0	-3.696911097E0	6.981060028E0	7.965933471E0
5.697467720E-1	9.786644578E-1	-3.682554007E0	6.981060028E0	7.953250106E0
5.707447410E-1	9.224331379E-1	-3.659822226E0	6.991827965E0	7.945491798E0
5.717421370E-1	8.626125455E-1	-3.649054527E0	7.004988194E0	7.945411187E0
5.727387000E-1	8.195417523E-1	-3.693321705E0	7.289734364E0	8.212947156E0
5.737357830E-1	7.968099117E-1	-3.766302824E0	7.304090977E0	8.256493686E0
5.747325540E-1	7.860422134E-1	-3.810570002E0	7.334001541E0	8.302161448E0
5.757301580E-1	7.992027402E-1	-3.838087559E0	7.381857872E0	8.358317221E0
5.767270330E-1	8.315058947E-1	-3.865604877E0	7.861618996E0	8.799963429E0
5.777245330E-1	8.949156404E-1	-3.881158352E0	7.873582840E0	8.823693722E0
5.787225540E-1	9.762716293E-1	-3.876372576E0	7.940581799E0	8.890006183E0
5.797210950E-1	1.246660590E0	-3.858426571E0	8.011170387E0	8.978890199E0
5.807189080E-1	1.255035520E0	-3.823730469E0	8.340183258E0	9.260382586E0
5.817159910E-1	1.271785259E0	-3.790230989E0	8.380861282E0	9.285586925E0
5.827125540E-1	1.287338614E0	-3.739981890E0	8.433503151E0	9.314970780E0
5.837098450E-1	1.286142230E0	-3.706482172E0	8.482556343E0	9.345904667E0
5.847065640E-1	1.264606714E0	-3.664607763E0	8.906085968E0	9.713235685E0
5.857039600E-1	1.237089276E0	-3.602394581E0	8.933603287E0	9.711689054E0
5.867020850E-1	1.211964726E0	-3.528217077E0	9.002995491E0	9.745311799E0
5.877020850E-1	1.170090318E0	-3.236292601E0	9.080761909E0	9.710969983E0
5.887002100E-1	1.104287624E0	-3.190829039E0	9.619147301E0	1.019454932E1
5.896964600E-1	1.026520967E0	-3.114258766E0	9.646664619E0	1.018874336E1
5.906927100E-1	9.427721500E-1	-2.824727058E0	9.948160172E0	1.038430513E1
5.916903140E-1	8.650053740E-1	-2.782852650E0	9.985248566E0	1.040181196E1
5.926877100E-1	7.836494446E-1	-2.495713949E0	1.048415279E1	1.080556127E1
5.936848970E-1	6.951149702E-1	-2.452643156E0	1.052483082E1	1.082916003E1
5.946818250E-1	6.149554253E-1	-2.166700840E0	1.086580753E1	1.109678044E1
5.956798450E-1	5.359922647E-1	-2.126022816E0	1.088734341E1	1.110592217E1
5.966777620E-1	2.656033039E-1	-1.865205288E0	1.116251755E1	1.132039460E1
5.976755750E-1	2.309073806E-1	-1.830509305E0	1.116969585E1	1.132105066E1
5.986832310E-1	1.770688742E-1	-1.769492388E0	1.119362450E1	1.133400574E1
5.997007310E-1	1.160518974E-1	-1.700100541E0	1.122353458E1	1.135216008E1
6.007182310E-1	6.819544733E-2	-1.421336651E0	1.129292679E1	1.138222491E1
6.017357310E-1	1.674975827E-2	-1.379462242E0	1.134796143E1	1.143151019E1
6.027532310E-1	-4.905286431E-2	-1.310070395E0	1.137428284E1	1.144958517E1
6.037707310E-1	-9.332008660E-2	-1.244267821E0	1.139821053E1	1.146630342E1
6.047882310E-1	-1.100698411E-1	-1.184447169E0	1.143888855E1	1.150057397E1
6.058057310E-1	-1.172483116E-1	-1.130608678E0	1.147956657E1	1.153570422E1
6.068232310E-1	-1.220339537E-1	-1.068395257E0	1.155135155E1	1.160129662E1
6.078407310E-1	-1.232303679E-1	-1.024128079E0	1.171525955E1	1.176058376E1
6.088582310E-1	-1.028913707E-1	-9.822536707E-1	1.185165024E1	1.189272981E1
6.098757310E-1	-8.494520187E-2	-9.487541914E-1	1.186720371E1	1.190537165E1
6.108932310E-1	-5.862415582E-2	-9.164510965E-1	1.189232826E1	1.192773201E1
6.119107310E-1	-2.991028316E-2	-8.913264275E-1	1.190907860E1	1.194242482E1
6.129282310E-1	7.178467698E-3	-8.721838593E-1	1.192223835E1	1.195410070E1
6.139457310E-1	4.307080805E-2	-8.638089895E-1	1.193061352E1	1.196192125E1
6.149632310E-1	8.135596663E-2	-8.673982024E-1	1.193061352E1	1.196238009E1
6.159807310E-1	1.220339537E-1	-8.566305041E-1	1.193300629E1	1.196433647E1
6.169982310E-1	1.746760458E-1	-8.697910309E-1	1.195334530E1	1.198622176E1
6.180157310E-1	2.129612118E-1	-8.829515576E-1	1.196172047E1	1.199615407E1
6.190332310E-1	2.261217386E-1	-8.769695163E-1	1.195214939E1	1.198641238E1
6.200507310E-1	2.368894368E-1	-8.709874153E-1	1.193659592E1	1.197067491E1
6.210682310E-1	2.548356056E-1	-8.626125455E-1	1.189591789E1	1.192987444E1
6.220857310E-1	2.632105052E-1	-8.590233326E-1	1.186481094E1	1.189877891E1
6.230966680E-1	2.787638307E-1	-8.458628058E-1	1.183609676E1	1.186955685E1
6.241076060E-1	2.895315289E-1	-8.279166222E-1	1.181456184E1	1.184707331E1
6.251058350E-1	2.907279432E-1	-8.231309652E-1	1.177866936E1	1.181097452E1
6.261040640E-1	2.847459018E-1	-8.099704385E-1	1.174397373E1	1.177531534E1
6.271058350E-1	3.014956415E-1	-7.633104324E-1	1.168295670E1	1.171174708E1
6.281076060E-1	3.206382394E-1	-7.142575383E-1	1.163988590E1	1.166618689E1
6.291011470E-1	3.206382394E-1	-6.664010882E-1	1.160399342E1	1.162753467E1
6.300940120E-1	3.206382394E-1	-6.293123364E-1	1.157527924E1	1.159680699E1
6.310918250E-1	3.182454109E-1	-5.838487148E-1	1.154178047E1	1.156091934E1
6.320896370E-1	3.122633696E-1	-5.347958803E-1	1.149631596E1	1.151298378E1
6.330877620E-1	3.098705411E-1	-5.000999570E-1	1.143290615E1	1.144803314E1
6.340858870E-1	3.134597540E-1	-4.749752879E-1	1.138863945E1	1.140284908E1
6.350849500E-1	3.242274821E-1	-4.414757788E-1	1.134078312E1	1.135400309E1
6.360840120E-1	3.433700502E-1	-4.139583111E-1	1.130130100E1	1.131409160E1
