"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.911650182E1	-7.787441254E0	3.116651535E0	-1.549472332E1	1.761942703E1
1.911749964E1	-7.550551891E0	3.176471949E0	-1.586441422E1	1.785442372E1
1.911849708E1	-7.294519901E0	3.499503136E0	-1.721277046E1	1.901935882E1
1.911949417E1	-7.219145775E0	3.558127165E0	-1.738385582E1	1.915658576E1
1.912048797E1	-6.805187702E0	3.881158352E0	-1.872503281E1	2.029780341E1
1.912147849E1	-6.532405853E0	3.932604074E0	-1.889492416E1	2.037537387E1
1.912247599E1	-6.229713917E0	4.197010994E0	-2.013679886E1	2.149220568E1
1.912348047E1	-5.923432350E0	4.246063709E0	-2.033540344E1	2.160196151E1
1.912448136E1	-5.576473236E0	4.521238327E0	-2.179741859E1	2.294920711E1
1.912547865E1	-5.245067120E0	4.570291042E0	-2.197807693E1	2.305285568E1
1.912647656E1	-4.886143684E0	4.633700848E0	-2.315654182E1	2.411578348E1
1.912747511E1	-4.494917393E0	4.706682205E0	-2.330609322E1	2.419775032E1
1.912847229E1	-4.083351612E0	4.772484779E0	-2.429313278E1	2.509196429E1
1.912946813E1	-3.711267948E0	4.832305431E0	-2.436132812E1	2.511173020E1
1.913046401E1	-3.269792080E0	4.910071850E0	-2.527538490E1	2.595468027E1
1.913146130E1	-2.851048231E0	4.995017052E0	-2.555056000E1	2.618987949E1
1.913245849E1	-2.425125837E0	5.060820103E0	-2.644786835E1	2.703669498E1
1.913345558E1	-2.024327993E0	5.113461971E0	-2.652324295E1	2.708741061E1
1.913445292E1	-1.611566067E0	5.143372059E0	-2.709991264E1	2.763071998E1
1.913545052E1	-1.203589797E0	5.161318302E0	-2.714657211E1	2.765907107E1
1.913644776E1	-8.015955687E-1	5.173282623E0	-2.763949394E1	2.813089110E1
1.913744464E1	-4.773681164E-1	5.174479008E0	-2.769452858E1	2.817782863E1
1.913844110E1	-1.316052526E-1	5.176871777E0	-2.820300484E1	2.867449744E1
1.913943828E1	2.392822653E-1	5.198407173E0	-2.821855736E1	2.869438399E1
1.914043511E1	6.652047038E-1	5.237888813E0	-2.878565598E1	2.926588400E1
1.914143156E1	1.018146038E0	5.270191669E0	-2.880360222E1	2.929947171E1
1.914242813E1	1.330409408E0	5.274977684E0	-2.881556702E1	2.932460198E1
1.914342615E1	1.600798368E0	5.272584915E0	-2.881556702E1	2.933768242E1
1.914442380E1	1.791027784E0	5.251049519E0	-2.864687347E1	2.917918199E1
1.914542110E1	1.966900229E0	5.213960648E0	-2.851646423E1	2.905585680E1
1.914641839E1	2.239681959E0	5.210371494E0	-2.816232681E1	2.872770088E1
1.914741568E1	2.270788670E0	5.217549801E0	-2.811566544E1	2.868570986E1
1.914841276E1	2.336591244E0	5.211567879E0	-2.752344322E1	2.810978522E1
1.914940964E1	2.408375978E0	5.215157032E0	-2.745165825E1	2.804624179E1
1.915040058E1	2.456232548E0	5.229514122E0	-2.681397057E1	2.742936226E1
1.915138682E1	2.496910334E0	5.242674351E0	-2.651965332E1	2.714796876E1
1.915238526E1	2.524427891E0	5.252245903E0	-2.546800804E1	2.612619867E1
1.915339589E1	2.520838737E0	5.261816978E0	-2.532683182E1	2.599018576E1
1.915439906E1	2.483749866E0	5.291727066E0	-2.437209511E1	2.506332797E1
1.915539479E1	2.428714991E0	5.318048477E0	-2.422373962E1	2.491926679E1
1.915639526E1	2.362912416E0	5.327619553E0	-2.321755791E1	2.393787544E1
1.915740182E1	2.286342144E0	5.325226784E0	-2.282154655E1	2.354587836E1
1.915839906E1	2.014756680E0	5.328815937E0	-2.158684921E1	2.232593968E1
1.915938698E1	1.965703845E0	5.340780258E0	-2.138585281E1	2.213012937E1
1.916037912E1	1.893919110E0	5.355136871E0	-2.026840401E1	2.104929028E1
1.916137662E1	1.582852125E0	5.362315655E0	-1.989751625E1	2.066811561E1
1.916237417E1	1.524227977E0	5.365904808E0	-1.845225143E1	1.927697560E1
1.916337177E1	1.445264935E0	5.365904808E0	-1.823091507E1	1.905906581E1
1.916436912E1	1.363908887E0	5.368297577E0	-1.671506310E1	1.760886710E1
1.916536620E1	1.275374413E0	5.362315655E0	-1.653440475E1	1.742892853E1
1.916636365E1	9.667003751E-1	5.327619553E0	-1.505922890E1	1.600307516E1
1.916736146E1	9.547362328E-1	5.301298618E0	-1.484626770E1	1.579325657E1
1.916835849E1	9.236295223E-1	5.271388054E0	-1.340818214E1	1.443675767E1
1.916935474E1	8.745766878E-1	5.237888813E0	-1.319521999E1	1.422371942E1
1.917035130E1	8.183453679E-1	5.186442852E0	-1.189591789E1	1.300314351E1
1.917134818E1	7.477570772E-1	5.131408215E0	-1.169252777E1	1.279084425E1
1.917234474E1	4.426721931E-1	5.073980331E0	-1.072702408E1	1.187477497E1
1.917334214E1	4.187439680E-1	5.000999451E0	-1.030349445E1	1.146068671E1
1.917433990E1	3.768695593E-1	4.935196877E0	-8.938388824E0	1.021728896E1
1.917533802E1	2.991028428E-1	4.875376225E0	-8.748159409E0	1.001943356E1
1.917633516E1	2.392822644E-3	4.823930264E0	-7.646264553E0	9.040778204E0
1.917733130E1	-1.196411345E-2	4.776073933E0	-7.501499176E0	8.892891276E0
1.917832802E1	-5.264209956E-2	4.721039295E0	-6.602993965E0	8.117297119E0
1.917932531E1	-1.172483116E-1	4.674378872E0	-6.474977970E0	7.986795648E0
1.918032281E1	-1.902294010E-1	4.646861553E0	-5.717649937E0	7.370280206E0
1.918132052E1	-2.596212626E-1	4.626522541E0	-5.552545071E0	7.232072371E0
1.918231771E1	-3.158525825E-1	4.621737003E0	-4.849055290E0	6.706232399E0
1.918331438E1	-3.637090325E-1	4.618147850E0	-4.777270317E0	6.654463578E0
1.918431120E1	-4.115654826E-1	4.624129772E0	-4.005585194E0	6.131612760E0
1.918530818E1	-4.498506486E-1	4.640879631E0	-3.931407690E0	6.098860203E0
1.918630511E1	-4.785645306E-1	4.661218643E0	-3.366701365E0	5.769806004E0
1.918730313E1	-4.845465720E-1	4.706682205E0	-3.317648649E0	5.778791857E0
1.918830052E1	-4.546363056E-1	4.753342152E0	-2.774477959E0	5.522561337E0
1.918929729E1	-4.091726840E-1	4.795216560E0	-2.743371248E0	5.539639876E0
1.919029422E1	-3.625126183E-1	4.850251675E0	-2.378465652E0	5.414190204E0
1.919129130E1	-2.943171859E-1	4.908875465E0	-2.335394859E0	5.444056400E0
1.919228880E1	-2.333002090E-1	4.973481655E0	-1.984846354E0	5.359996624E0
1.919328672E1	-1.698904037E-1	5.030909538E0	-1.969292998E0	5.405277832E0
1.919428438E1	-1.040877849E-1	5.077569485E0	-1.956132531E0	5.442334115E0
1.919528177E1	1.854437590E-1	5.118247509E0	-1.944168448E0	5.478196593E0
1.919627865E1	2.392822653E-1	5.174479008E0	-1.971685886E0	5.542565673E0
1.919727500E1	3.158525825E-1	5.252245903E0	-1.998006940E0	5.628310724E0
1.919827354E1	5.970092416E-1	5.302495003E0	-2.023131609E0	5.706657060E0
1.919927427E1	6.484549642E-1	5.332405090E0	-2.048256159E0	5.748946963E0
1.920027245E1	9.128618240E-1	5.347958565E0	-2.091326952E0	5.814432555E0
1.920126808E1	9.726824164E-1	5.365904808E0	-2.147558212E0	5.860977032E0
1.920226453E1	1.314856052E0	5.368297577E0	-2.628515720E0	6.120176485E0
1.920326183E1	1.366301775E0	5.359922886E0	-2.681157827E0	6.146882232E0
1.920425797E1	1.686939955E0	5.376672268E0	-3.098705292E0	6.430889952E0
1.920525297E1	1.733600020E0	5.393422127E0	-3.158525944E0	6.486189745E0
1.920624912E1	1.925025821E0	5.405386448E0	-3.749552965E0	6.854420070E0
1.920724641E1	2.088934183E0	5.424529076E0	-3.804588079E0	6.947233418E0
1.920824380E1	2.147558212E0	5.431707382E0	-4.491328239E0	7.368003849E0
1.920924130E1	2.227717876E0	5.425725460E0	-4.535595417E0	7.414367774E0
1.921023849E1	2.508874655E0	5.431707382E0	-5.168497086E0	7.906406215E0
1.921123537E1	2.555534601E0	5.465207100E0	-5.233103275E0	7.986527132E0
1.921223193E1	2.626122952E0	5.498706341E0	-5.836094379E0	8.437552417E0
1.921322932E1	2.695514679E0	5.552545071E0	-5.876772404E0	8.522500222E0
1.921422693E1	2.776870728E0	5.607579708E0	-6.765706062E0	9.215787527E0
1.921522474E1	2.864208698E0	5.663811207E0	-6.903293133E0	9.377521257E0
1.921622229E1	3.139383316E0	5.745167255E0	-7.698906898E0	1.010622787E1
1.921721959E1	3.165704250E0	5.832505226E0	-7.776673794E0	1.022332900E1
1.921821724E1	3.176471949E0	5.916254044E0	-8.675178528E0	1.097044933E1
1.921921526E1	3.182454109E0	5.982056618E0	-8.800801277E0	1.110707516E1
1.922021224E1	3.184846878E0	6.033502102E0	-9.689735413E0	1.185062739E1
1.922120818E1	3.181257725E0	6.077769279E0	-9.832108498E0	1.198874629E1
1.922220474E1	3.190829039E0	6.124429703E0	-1.052124119E1	1.258517164E1
1.922320193E1	3.188436270E0	6.171089649E0	-1.056550884E1	1.264430506E1
1.922419953E1	3.148954630E0	6.189035892E0	-1.141256714E1	1.335914553E1
1.922519755E1	3.103491068E0	6.191428661E0	-1.149033451E1	1.341615567E1
1.922619584E1	3.043670416E0	6.181857109E0	-1.231825066E1	1.411448143E1
1.922719438E1	2.969492912E0	6.154339790E0	-1.238285732E1	1.414315884E1
1.922819182E1	2.896511793E0	6.122036934E0	-1.329452229E1	1.492023591E1
1.922918818E1	2.821137905E0	6.087340832E0	-1.335912895E1	1.494927637E1
1.923018458E1	2.536391973E0	6.045466423E0	-1.406501102E1	1.551790848E1
1.923118240E1	2.510071039E0	5.992824078E0	-1.410568905E1	1.553012751E1
1.923217620E1	2.446661234E0	5.942574978E0	-1.484507179E1	1.617641818E1
1.923316599E1	2.361716032E0	5.888736725E0	-1.487857151E1	1.617488216E1
1.923416354E1	2.274377823E0	5.860022545E0	-1.525544071E1	1.649973121E1
1.923516886E1	2.185843468E0	5.844469070E0	-1.528654766E1	1.651103479E1
1.923617016E1	1.904686809E0	5.825326920E0	-1.574596977E1	1.689668102E1
1.923716745E1	1.880758643E0	5.814558983E0	-1.578305817E1	1.692487147E1
1.923816125E1	1.847259045E0	5.819344521E0	-1.616949844E1	1.728380214E1
1.923915156E1	1.791027784E0	5.845665932E0	-1.618505287E1	1.730131576E1
1.924014818E1	1.743171334E0	5.874379635E0	-1.621615982E1	1.733524796E1
1.924115234E1	1.715653777E0	5.921039581E0	-1.627478409E1	1.740318289E1
1.924215287E1	1.700100541E0	5.985645771E0	-1.634656715E1	1.749081344E1
1.924314974E1	1.698904037E0	6.064609051E0	-1.640878105E1	1.757594531E1
1.924414708E1	1.703689694E0	6.145965099E0	-1.665763474E1	1.783682260E1
1.924514615E1	1.709671736E0	6.440282345E0	-1.667199135E1	1.795426160E1
1.924614339E1	1.712064624E0	6.482156754E0	-1.669592094E1	1.799175638E1
1.924713880E1	1.716850281E0	6.557530403E0	-1.671506310E1	1.803724242E1
1.924813448E1	1.718046665E0	6.626922131E0	-1.673540115E1	1.808152187E1
1.924913156E1	1.718046665E0	6.702296257E0	-1.675813293E1	1.813029175E1
1.925012896E1	1.722832322E0	6.978667259E0	-1.678325844E1	1.825781235E1
1.925112667E1	1.744367719E0	7.006184578E0	-1.680240059E1	1.828797711E1
1.925212500E1	1.775474429E0	7.031309128E0	-1.683948898E1	1.833466680E1
1.925312396E1	1.799402595E0	7.064808846E0	-1.687897110E1	1.838610995E1
1.925412104E1	1.817348838E0	7.093522549E0	-1.688495255E1	1.840441364E1
1.925511625E1	1.832902193E0	7.112665176E0	-1.687777519E1	1.840676049E1
1.925611229E1	1.859223247E0	7.118647575E0	-1.689691734E1	1.842926125E1
1.925711052E1	1.885544300E0	7.116254330E0	-1.693400574E1	1.846501837E1
1.925810854E1	1.913061738E0	7.089933395E0	-1.698904037E1	1.850822665E1
1.925910636E1	1.938186288E0	7.056434155E0	-1.704048729E1	1.854529687E1
1.926010360E1	1.964507341E0	7.021738052E0	-1.710030746E1	1.858990613E1
1.926110026E1	1.994417667E0	6.990631580E0	-1.714577103E1	1.862321390E1
1.926209667E1	2.025524378E0	6.930810928E0	-1.715893173E1	1.861633227E1
1.926309396E1	2.060220242E0	6.850651264E0	-1.720559120E1	1.863352620E1
1.926409188E1	2.087737799E0	6.545566559E0	-1.760638809E1	1.889941778E1
1.926509042E1	2.105684042E0	6.510870457E0	-1.762433434E1	1.890614980E1
1.926608839E1	2.104487419E0	6.448657036E0	-1.763629913E1	1.889584854E1
1.926708578E1	2.102094650E0	6.362515450E0	-1.764467430E1	1.887418703E1
1.926808313E1	2.090130568E0	6.177071571E0	-1.768774414E1	1.885155569E1
1.926908042E1	2.060220242E0	6.038288116E0	-1.773560143E1	1.884826222E1
1.927007724E1	2.021935225E0	5.994020939E0	-1.776790428E1	1.886040645E1
1.927107360E1	1.978864312E0	5.934200287E0	-1.779422569E1	1.886173653E1
1.927207037E1	1.927418590E0	5.877968788E0	-1.778585052E1	1.883087726E1
1.927306870E1	1.881955028E0	5.819344521E0	-1.776910019E1	1.879221772E1
1.927406662E1	1.829312921E0	5.757131100E0	-1.775354767E1	1.875311705E1
1.927506412E1	1.776670814E0	5.692524910E0	-1.774397659E1	1.871924423E1
1.927606104E1	1.724028707E0	5.638686657E0	-1.772363663E1	1.867871402E1
1.927705740E1	1.664208174E0	5.598008633E0	-1.770688820E1	1.864513822E1
1.927805386E1	1.601994753E0	5.568098068E0	-1.768535233E1	1.861026035E1
1.927905156E1	1.527817249E0	5.535795212E0	-1.766022682E1	1.857048372E1
1.928004880E1	1.239482164E0	5.487938881E0	-1.764108467E1	1.851652391E1
1.928104558E1	1.190429211E0	5.424529076E0	-1.762672806E1	1.848091392E1
1.928204198E1	9.308080077E-1	5.363512039E0	-1.761237144E1	1.843445939E1
1.928303938E1	8.781659007E-1	5.316852093E0	-1.758485413E1	1.839204138E1
1.928403656E1	6.101697683E-1	5.252245903E0	-1.755494308E1	1.833396904E1
1.928503354E1	5.623133183E-1	5.179264545E0	-1.753340721E1	1.829101818E1
1.928603078E1	2.033899277E-1	4.893322468E0	-1.749751472E1	1.817000258E1
1.928702828E1	1.339980662E-1	4.868197441E0	-1.745803452E1	1.812457643E1
1.928802568E1	-2.249253243E-1	4.802394867E0	-1.741496277E1	1.806639189E1
1.928902297E1	-2.859423161E-1	4.536791801E0	-1.738146400E1	1.796606617E1
1.929002011E1	-7.274180651E-1	4.485345840E0	-1.734317780E1	1.792856047E1
1.929101708E1	-9.918249846E-1	4.217350006E0	-1.730848312E1	1.784245908E1
1.929201401E1	-1.253839016E0	4.175475597E0	-1.727498245E1	1.781661380E1
1.929301224E1	-1.548156261E0	3.923032761E0	-1.725584030E1	1.776375519E1
1.929401000E1	-1.837687731E0	3.875176191E0	-1.718644905E1	1.771350100E1
1.929500729E1	-1.916650891E0	3.550948858E0	-1.712543106E1	1.759440756E1
1.929600464E1	-2.344966173E0	3.492324591E0	-1.680000687E1	1.731864395E1
1.929700203E1	-2.628515720E0	3.212364435E0	-1.678206253E1	1.728774141E1
1.929800011E1	-2.977867842E0	3.050848961E0	-1.673061562E1	1.726525051E1
1.929899886E1	-3.280559778E0	2.897708178E0	-1.666840172E1	1.723352549E1
1.929999552E1	-3.570091486E0	2.618944407E0	-1.619462395E1	1.678899246E1
1.930099011E1	-3.836891174E0	2.572284460E0	-1.613599968E1	1.678418502E1
1.930198636E1	-4.208974838E0	2.285145521E0	-1.580818272E1	1.651774803E1
1.930298563E1	-4.579862595E0	2.236092806E0	-1.577229023E1	1.657529461E1
1.930398354E1	-4.928018093E0	1.942971945E0	-1.528894043E1	1.618061191E1
1.930498011E1	-5.005784988E0	1.902294040E0	-1.524228001E1	1.615560911E1
1.930597714E1	-5.584847927E0	1.725225091E0	-1.457468319E1	1.570313084E1
1.930697464E1	-5.933003902E0	1.593619823E0	-1.451007652E1	1.575698195E1
1.930797214E1	-6.308676720E0	1.554138303E0	-1.390469265E1	1.534780849E1
1.930896964E1	-6.594619274E0	1.488335729E0	-1.383530045E1	1.539869102E1
1.930996084E1	-6.943971157E0	1.198804140E0	-1.314497089E1	1.491462794E1
1.931094573E1	-7.311269760E0	1.176072359E0	-1.309831142E1	1.504671306E1
1.931194209E1	-7.666603565E0	1.117448211E0	-1.237926769E1	1.460382722E1
1.931295104E1	-7.951349735E0	1.042074203E0	-1.232901859E1	1.470763682E1
1.931395448E1	-8.360522270E0	7.058826685E-1	-1.133121204E1	1.409939606E1
1.931495240E1	-8.689535141E0	6.628118753E-1	-1.120199966E1	1.419267899E1
1.931594979E1	-9.030512810E0	5.910272002E-1	-1.055354404E1	1.390240147E1
1.931694667E1	-9.365508080E0	5.132604837E-1	-1.048176003E1	1.406568417E1
1.931794438E1	-9.741181374E0	4.342973232E-1	-9.644271851E0	1.371463482E1
1.931894406E1	-1.006899738E1	1.435693651E-1	-9.335597992E0	1.373166816E1
1.931993401E1	-1.038365364E1	1.244267747E-1	-8.598608017E0	1.348227743E1
1.932091422E1	-1.046142101E1	7.178468257E-2	-8.520841599E0	1.349263592E1
1.932190984E1	-1.087059307E1	1.316052489E-2	-7.624729156E0	1.327804434E1
1.932292214E1	-1.116012478E1	-6.340979785E-2	-7.354340553E0	1.336558008E1
1.932392677E1	-1.135513973E1	-1.423729509E-1	-6.661618233E0	1.316573681E1
1.932492375E1	-1.152742290E1	-2.225325108E-1	-6.602993965E0	1.328647917E1
1.932592026E1	-1.182054424E1	-4.869394004E-1	-5.803791523E0	1.317749491E1
1.932691745E1	-1.188275719E1	-5.180460811E-1	-5.509474277E0	1.310811187E1
1.932791495E1	-1.226680565E1	-5.874379873E-1	-4.865804672E0	1.320968052E1
1.932891276E1	-1.233021545E1	-6.687939167E-1	-4.788038254E0	1.324412356E1
1.932991026E1	-1.266760349E1	-9.571290612E-1	-3.937389612E0	1.329989892E1
1.933090745E1	-1.272862053E1	-9.858429432E-1	-3.890729666E0	1.334643938E1
1.933190521E1	-1.308275795E1	-1.167697430E0	-3.233899832E0	1.352701671E1
1.933290354E1	-1.315454292E1	-1.320838094E0	-3.171686411E0	1.359581581E1
1.933390073E1	-1.352184105E1	-1.381855130E0	-2.440679073E0	1.380965689E1
1.933489677E1	-1.358285809E1	-1.460818172E0	-2.382055044E0	1.386730723E1
1.933589302E1	-1.387597847E1	-1.753939033E0	-1.719243050E0	1.409165985E1
1.933689073E1	-1.393101311E1	-1.774278045E0	-1.672582984E0	1.414279755E1
1.933788823E1	-1.423729515E1	-1.822134495E0	-1.063609719E0	1.439277642E1
1.933888552E1	-1.428395462E1	-1.902294040E0	-1.007378340E0	1.444523774E1
1.933988328E1	-1.457228947E1	-2.201396942E0	-3.086741269E-1	1.474086322E1
1.934088151E1	-1.461894989E1	-2.224128723E0	-2.548356056E-1	1.478936732E1
1.934187912E1	-1.467877007E1	-2.288734913E0	3.182454109E-1	1.485953829E1
1.934287610E1	-1.475893021E1	-2.368894339E0	3.565305769E-1	1.495208331E1
1.934387287E1	-1.502573013E1	-2.447857618E0	1.048056364E0	1.525984912E1
1.934487078E1	-1.507837200E1	-2.526820660E0	1.083948612E0	1.532700458E1
1.934586844E1	-1.514776421E1	-2.604587555E0	1.688136339E0	1.546248496E1
1.934686584E1	-1.541695595E1	-2.682354212E0	1.728814363E0	1.574377191E1
1.934786349E1	-1.544327736E1	-2.756531715E0	2.392822742E0	1.586880220E1
1.934886141E1	-1.548395538E1	-2.828316450E0	2.451446772E0	1.592990394E1
1.934985917E1	-1.555215073E1	-2.886940479E0	3.020938635E0	1.610372279E1
1.935085677E1	-1.562273884E1	-2.940778971E0	3.067598581E0	1.619037711E1
1.935185136E1	-1.567897034E1	-3.004188776E0	3.739981890E0	1.639642417E1
1.935284292E1	-1.573639774E1	-3.050848961E0	3.793820381E0	1.647224837E1
1.935384016E1	-1.579143333E1	-3.072384357E0	4.472185612E0	1.669758535E1
1.935484443E1	-1.584527111E1	-3.105883837E0	4.723432064E0	1.682349373E1
1.935584542E1	-1.587518215E1	-3.133401155E0	5.519045353E0	1.709676790E1
1.935684313E1	-1.588953876E1	-3.150151014E0	5.655436516E0	1.715764715E1
1.935784115E1	-1.588475323E1	-3.166900873E0	6.266802311E0	1.736742518E1
1.935883948E1	-1.586321735E1	-3.193221807E0	6.315855503E0	1.737032991E1
1.935983667E1	-1.584168243E1	-3.224328518E0	7.184450150E0	1.769100112E1
1.936083271E1	-1.580220032E1	-3.243471146E0	7.317251682E0	1.771360528E1
1.936182933E1	-1.574118423E1	-3.256631613E0	8.062616348E0	1.798322310E1
1.936282776E1	-1.547677708E1	-3.266202927E0	8.120043755E0	1.778015244E1
1.936382505E1	-1.542652798E1	-3.304488182E0	9.108279228E0	1.821697445E1
1.936482120E1	-1.509990692E1	-3.354737282E0	9.245866776E0	1.802075203E1
1.936581714E1	-1.486421394E1	-3.404986620E0	1.019462109E1	1.834309377E1
1.936681401E1	-1.460339642E1	-3.439682484E0	1.051286602E1	1.831968762E1
1.936781094E1	-1.433540058E1	-3.494717360E0	1.151665497E1	1.871764144E1
1.936880906E1	-1.406022549E1	-3.550948858E0	1.187318611E1	1.874224445E1
1.936980734E1	-1.369771290E1	-3.596412420E0	1.320479202E1	1.936305899E1
1.937080578E1	-1.341536045E1	-3.631108284E0	1.339023590E1	1.929910000E1
1.937180297E1	-1.295833111E1	-3.653840065E0	1.459262848E1	1.985481549E1
1.937279891E1	-1.263171101E1	-3.663411379E0	1.476132298E1	1.977061865E1
1.937379485E1	-1.221894836E1	-3.701696634E0	1.590030670E1	2.039178782E1
1.937479203E1	-1.177149105E1	-3.745963812E0	1.624726486E1	2.041014115E1
1.937578964E1	-1.131446171E1	-3.779463291E0	1.759801483E1	2.126009202E1
1.937678766E1	-1.089212894E1	-3.811766386E0	1.782054710E1	2.123063671E1
1.937778537E1	-1.044347477E1	-3.822534084E0	1.938306046E1	2.234683344E1
1.937878276E1	-1.000917721E1	-3.830909014E0	1.963191414E1	2.236675088E1
1.937978016E1	-9.566504478E0	-3.845266104E0	2.132603264E1	2.368762857E1
1.938077755E1	-9.168100357E0	-3.858426571E0	2.158804512E1	2.376941758E1
1.938177500E1	-8.556734085E0	-3.865604877E0	2.312064934E1	2.495445902E1
1.938277250E1	-8.173882484E0	-3.869194269E0	2.332284164E1	2.501475488E1
1.938376943E1	-7.685746193E0	-3.858426571E0	2.491048050E1	2.635318176E1
1.938476578E1	-7.241877556E0	-3.852444410E0	2.511506653E1	2.642068669E1
1.938576229E1	-6.824330330E0	-3.827319860E0	2.640360069E1	2.753851832E1
1.938676011E1	-6.362515450E0	-3.780659676E0	2.681277466E1	2.781546108E1
1.938775771E1	-5.858826160E0	-3.755535126E0	2.822214699E1	2.906749849E1
1.938875511E1	-5.416153908E0	-3.741178274E0	2.839443016E1	2.914746648E1
1.938975156E1	-4.942375183E0	-3.711267948E0	2.945684242E1	3.009827483E1
1.939074708E1	-4.546362877E0	-3.671786308E0	2.964109039E1	3.021168102E1
1.939174375E1	-4.115654945E0	-3.627519131E0	3.060420227E1	3.109203607E1
1.939274271E1	-3.711267948E0	-3.570091486E0	3.092723274E1	3.135303475E1
1.939374125E1	-3.211168051E0	-3.389433384E0	3.155295563E1	3.189653379E1
1.939473938E1	-2.860619545E0	-3.237488985E0	3.163072205E1	3.192439594E1
1.939573662E1	-2.496910334E0	-3.040081263E0	3.246103287E1	3.269855211E1
1.939673297E1	-2.201396942E0	-2.870190859E0	3.253520966E1	3.273566879E1
1.939772979E1	-1.859223247E0	-2.699103832E0	3.301138306E1	3.317368360E1
1.939872708E1	-1.800599098E0	-2.537588358E0	3.303889847E1	3.318509189E1
1.939972469E1	-1.485942841E0	-2.244467735E0	3.309752274E1	3.320680160E1
1.940072261E1	-1.421336651E0	-2.185843468E0	3.315973663E1	3.326208417E1
1.940172000E1	-1.350748420E0	-1.830509305E0	3.317409134E1	3.325200177E1
1.940271688E1	-1.276570916E0	-1.761117458E0	3.317050552E1	3.324174491E1
1.940371334E1	-1.217946768E0	-1.398604870E0	3.292882919E1	3.298101396E1
1.940471052E1	-1.185643673E0	-1.341177106E0	3.287977600E1	3.292847061E1
1.940570854E1	-1.191625714E0	-9.894321561E-1	3.229114151E1	3.232826577E1
1.940670740E1	-1.214357495E0	-9.260223508E-1	3.222055435E1	3.225672495E1
1.940770479E1	-1.258624673E0	-5.706881881E-1	3.110789108E1	3.113857268E1
1.940870073E1	-1.323230863E0	-5.192425251E-1	3.098705292E1	3.101963896E1
1.940969724E1	-1.625923038E0	-1.926222295E-1	3.012444115E1	3.016890259E1
1.941069558E1	-1.677368641E0	-1.495514214E-1	2.974876785E1	2.979639441E1
1.941169318E1	-1.977667928E0	-8.733802289E-2	2.815514755E1	2.822465468E1
1.941269005E1	-2.036292076E0	-1.316052489E-2	2.793979454E1	2.801390329E1
1.941368630E1	-2.115255117E0	2.644068897E-1	2.666681290E1	2.675188078E1
1.941468308E1	-2.420340061E0	2.931207716E-1	2.618106842E1	2.629433987E1
1.941568058E1	-2.471785784E0	3.637090325E-1	2.461376953E1	2.474024373E1
1.941667880E1	-2.737389088E0	4.175475538E-1	2.440439796E1	2.456099112E1
1.941767677E1	-2.792423964E0	4.737788737E-1	2.275693893E1	2.293251769E1
1.941867448E1	-2.878565550E0	5.395814776E-1	2.254039001E1	2.272985855E1
1.941967354E1	-3.256631613E0	6.089733839E-1	2.112024879E1	2.137852678E1
1.942067396E1	-3.294916868E0	6.819544435E-1	2.090848351E1	2.117749328E1
1.942167110E1	-3.363112211E0	7.453642488E-1	1.927298927E1	1.957841176E1
1.942266495E1	-3.449253798E0	8.051848412E-1	1.906242180E1	1.938869772E1
1.942366011E1	-3.750749588E0	8.626125455E-1	1.790190315E1	1.831093551E1
1.942465792E1	-3.786641836E0	9.296116233E-1	1.746880150E1	1.789865526E1
1.942565443E1	-3.848855257E0	9.930213690E-1	1.604267883E1	1.652777427E1
1.942664964E1	-3.921836376E0	1.048056364E0	1.584168243E1	1.635353555E1
1.942764651E1	-3.981656790E0	1.099501967E0	1.475175190E1	1.531916053E1
1.942864620E1	-4.021138668E0	1.136590719E0	1.433300781E1	1.492971894E1
1.942964485E1	-4.057030678E0	1.188036442E0	1.295593834E1	1.362817914E1
1.943064245E1	-4.090530396E0	1.252642632E0	1.277647686E1	1.347367483E1
1.943163974E1	-4.101297855E0	1.296909928E0	1.159681511E1	1.236886172E1
1.943263672E1	-4.086941242E0	1.324427366E0	1.141974640E1	1.220113947E1
1.943363422E1	-4.043870449E0	1.355534077E0	1.023769188E1	1.109056788E1
1.943463224E1	-3.986442566E0	1.397408366E0	1.006421185E1	1.091479888E1
1.943562984E1	-3.913461447E0	1.442872047E0	9.050851822E0	9.965690089E0
1.943662703E1	-3.835694790E0	1.494317770E0	8.898907661E0	9.804901717E0
1.943762360E1	-3.547359467E0	1.564906001E0	7.860422611E0	8.764641100E0
1.943862068E1	-3.494717360E0	1.634297848E0	7.556533813E0	8.484408179E0
1.943960906E1	-3.164507866E0	1.697707653E0	6.549155712E0	7.469120554E0
1.944059000E1	-3.108276606E0	1.747956991E0	6.245266914E0	7.191668508E0
1.944157808E1	-2.773281336E0	1.787438512E0	5.392225742E0	6.321560271E0
1.944257443E1	-2.731407166E0	1.836491346E0	5.107480049E0	6.076153226E0
1.944358031E1	-2.386840582E0	1.877169371E0	4.145565033E0	5.138723796E0
1.944459573E1	-2.319841623E0	1.908276081E0	4.018745422E0	5.017319755E0
1.944560177E1	-2.007578135E0	1.935793519E0	3.117847919E0	4.183137837E0
1.944659844E1	-1.956132531E0	1.963310957E0	3.047259569E0	4.119081849E0
